borrower_age,income_bracket,marital_status,job_type,education_level,ethnicity,gender,country,loan_amount,credit_score,repayment_history,debt_to_income_ratio,borrower_risk
20,High,Divorced,Unemployed,Associate,Asian,Male,USA,312248.1193,461.0470767,99.97412723,21.42554343,High
33,Low,Single,Full-time,Bachelor,White,Female,UK,67878.42227,506.3046729,24.4064011,34.08830155,Medium
40,Medium,Married,Unemployed,Bachelor,Other,Female,India,58764.26308,579.9179796,76.33076152,78.49556153,Medium
28,Medium,Married,Part-time,PhD,Asian,Male,USA,422248.762,475.4741614,58.64595124,19.20336524,Medium
29,Low,Married,Part-time,Master,Black,Female,Canada,70511.86702,832.9323241,26.12451325,63.83417506,High
27,High,Single,Self-employed,Associate,Asian,Male,India,260595.7483,813.1927092,98.19053223,65.45661912,High
49,Low,Divorced,Unemployed,PhD,Hispanic,Male,India,19519.54666,778.8693075,89.78981048,95.40939149,Medium
33,Low,Married,Unemployed,PhD,Asian,Female,USA,41254.21393,532.0064095,12.85156684,77.51609285,Medium
25,High,Widowed,Unemployed,Master,White,Male,UK,336501.7856,680.2159731,2.615834232,80.36351472,High
55,High,Married,Self-employed,Associate,Asian,Female,Canada,344901.5238,796.5561189,68.83307623,53.1600749,Medium
29,Medium,Married,Self-employed,Master,Hispanic,Female,India,171393.2339,767.7362182,60.41306289,18.67808072,High
41,High,Married,Part-time,Associate,Black,Female,UK,108589.2729,527.8798577,93.58156241,42.55633657,Medium
45,Medium,Married,Full-time,Master,Other,Male,Canada,407041.4251,361.8123271,23.40052872,54.94895735,High
25,High,Divorced,Unemployed,PhD,Asian,Female,Australia,109334.5115,341.5967001,8.438794789,67.84192517,Low
45,Low,Widowed,Unemployed,PhD,Hispanic,Male,Australia,271471.5078,617.3852249,25.92153338,60.77091118,Low
53,Medium,Divorced,Full-time,High School,Hispanic,???,Canada,484136.2116,653.4453644,1.892764051,39.39778289,High
43,Medium,Widowed,Unemployed,Bachelor,Black,Female,USA,74778.36649,767.4134325,3.589275119,26.5313107,Low
25,Medium,Married,Self-employed,Master,White,Female,Canada,470497.2575,460.8832612,91.48578059,16.82308432,Medium
67,Low,Single,Self-employed,High School,Asian,Male,Canada,92263.63348,392.1087698,35.20165825,69.38453863,High
45,Low,Divorced,Unemployed,Bachelor,Hispanic,Male,USA,284154.1608,508.4532082,41.0809001,64.53986743,High
45,Low,Single,Self-employed,Master,Black,Female,USA,189126.8483,494.466318,1.837165454,68.73724658,Medium
54,Low,Divorced,Self-employed,Associate,Other,Female,UK,482499.3721,372.8579247,27.05217802,37.25274528,Medium
58,Low,Married,Unemployed,Bachelor,Hispanic,Male,UK,137497.4725,669.7554589,80.47259837,26.24078226,High
53,Medium,Divorced,Part-time,PhD,Black,Male,USA,200429.343,579.7805674,61.54909597,75.97213287,Medium
44,Low,Married,Full-time,High School,White,Male,Australia,491447.1988,696.6175159,75.37806011,77.36473951,High
34,Medium,Divorced,Self-employed,Bachelor,White,Female,Australia,268698.7252,493.9801161,44.72137408,45.5616374,Medium
26,Low,Married,Part-time,Bachelor,Hispanic,Male,Canada,251812.4277,479.1362164,30.97292218,61.19040848,High
50,High,Married,Self-employed,PhD,Hispanic,Female,India,129631.4656,559.9167192,48.28100933,37.35196642,Medium
37,Medium,Widowed,Self-employed,Master,Asian,Male,Canada,350980.4166,782.57404,32.30710684,70.19472001,Medium
30,High,Married,Full-time,Associate,Black,Female,Canada,8172.102937,322.1547187, ,83.57215966,Low
45,Medium,Widowed,Self-employed,PhD,Hispanic,Female,India,25706.80222,742.6580495,29.76737156, ,Low
65,High,Married,Full-time,Associate,Asian,Female,USA,300079.935, ,65.97636405,51.25826268,Low
46,Low,Single,Full-time,Master,Asian,Male,Australia,171495.6123,770.0404642,13.69822223,45.86579595,Medium
30,Low,Married,Full-time,Bachelor,Hispanic,Male,Canada,476704.8697,741.2116549,68.68664937,64.2319651,High
63,Low,Single,Part-time,Associate,White,Male,India,451692.1547,491.8186861,91.32997116,67.98108916,Medium
52,Medium,Single,Unemployed,High School,Black,Female,UK,357139.4231,681.6320944,60.85831546,55.87294435,Low
23,High,Married,Part-time, ,Black,Female,Canada,409254.645,387.7980162, ,62.49422751,Medium
35,Low,Single,Unemployed,PhD,White,Male,Australia,333998.593,792.9548537,96.1118268,9.658868249,Low
68,High,Widowed,Unemployed,Master,Hispanic,Female,USA,63665.46925,522.4700854,  ,95.17655161,Low
22,High,Divorced,Full-time, ,Black,Female,Canada,383006.1415,550.5940884,25.95504333,79.07730637,High
64,Low,Married,Self-employed,PhD,Hispanic,Female,Canada,105885.7924,688.1674781,29.23910238, ,High
42,Low,Single,Full-time,PhD,Hispanic,Male,India,162397.9847,751.4621302,70.53066425,56.2812611,Low
19,High,Married, ,High School, ,Female,UK,409797.8718, ,73.54365939,4.732453014,Low
27,Low,Widowed,Unemployed,High School,White,Male,UK,268726.2786,663.7425769,30.34962318, ,Medium
47,Low,Married,Full-time,PhD,Hispanic,Male,USA,430110.4164,515.5989241,34.53439779,25.07983351,Low
67,Low,Married,Self-employed,High School,Other,Male,Australia,107304.6246,502.7866082,99.10565087,68.97016424,Medium
62,Medium,Single,Part-time,Master,White,Male,USA,304281.4409,679.5142032,10.19525496,85.21477478,Low
22,High,Widowed,Self-employed,PhD,Black,Male,Canada,42811.6953,512.9508008,40.46450284,55.918588,High
50,High,Divorced,Full-time,High School,Asian,Female,Canada,321887.4358,490.3596751,6.24475312,53.21327396,High
18,Medium,Divorced,Part-time,Associate,Black,Male,UK,381504.4848,759.7386245,82.1078362,40.23095338,Low
35,High,Single,Self-employed,PhD,Black,Male,Australia,292880.5161,355.7018681,9.234583895,16.1597956,Medium
49,Low,Married,Self-employed,PhD,White,Male,India,133849.5192,671.7409426,67.40073565,11.83541013,Medium
64,High,Single,Self-employed,Master,Black,Female,Australia,16639.99176,436.7989666,5.6483424,76.06797612,Medium
66,Low,Single,Self-employed,Bachelor,Hispanic,Female,Canada,60604.9931,308.524033,67.28550378,92.75035513,Low
28,Medium,Single,Self-employed,Bachelor,Black,Female,India,311529.1866,391.7203479,84.30369469,45.82832164,Low
38,Low,Married,Part-time,Master,Asian,Female,Australia,467275.6882,633.6638414,39.88215269,65.94456587,High
43,High,Widowed,Unemployed,Master,Asian,Male,Australia,104060.6676,690.0199553,52.21264934,91.44576509,High
42,High,Single, ,Master,Other,Male,India,367778.0484,311.581781,40.1541738,9.011363293,Low
39,High,Married,Part-time,Bachelor,Asian,Female,Canada,433359.0806,320.0339938,30.04887586,77.04814531,High
44,Medium, ,Part-time,Master,Black,Female,Australia,260920.207,796.3981632,80.32634006,61.68168844,Medium
66,Medium,Single,Unemployed,High School,Asian, ,India,334963.6321,340.3182,27.20025737,59.86371788,Medium
30,High,Divorced,Full-time,PhD,White,Female,Canada, ,791.8001872,72.29434244,29.25404285,Low
50,Low,Widowed,Unemployed,  ,Asian,Male,India,131076.9037,425.4912526,20.61970793,68.38933548,Medium
51,Medium, ,Part-time,Associate,Hispanic,Female,India,149150.9415, ,24.98537961,79.47977548,Low
58,High,Widowed,Self-employed,Associate,White,Female,Australia,1313.130798,470.3532869,33.64611626,11.28581649,Medium
52,High,Widowed, ,PhD,Other,Female,Canada,481583.9713,772.3136141,58.91563774,53.3521431,Low
18,Medium,Widowed,Part-time,High School,Hispanic,Female,Australia,458854.9024,685.250176, ,10.1265181,Medium
38,Medium,Widowed, ,Bachelor,Black,Female,USA,382519.5636,520.9974022,74.51448098,87.25740193,Medium
65,Medium,Widowed,Part-time,Bachelor,Black,Female,USA,40458.93447,341.9663498,21.35673003,50.76367227,High
23,Low,Widowed,Self-employed, ,Black,Female,Canada,224303.942,702.9851011,1.067228785, ,High
45,Low,Single,Unemployed,Bachelor,Hispanic,Male,India,51843.98523,639.2866158,77.65574718,36.80856377,High
34,High,Divorced,Full-time,Master, ,Male,Australia,    ,301.6014448, , ,High
22,Medium,Married,Full-time,PhD,Hispanic,Male,Australia,308475.2996,305.1809208,5.948016311,4.149930439,High
48,Low,Widowed,Unemployed,PhD,White,Male,Canada,480453.8791,744.8361353,61.09075222,28.15096208,High
22,Medium,Married,Unemployed,High School,White,Male,Canada,451531.1437,442.6698563,37.82067839,24.42337004,Low
55,High,Single,Part-time,Bachelor,Black,Male,USA,348680.6527,649.8735173,79.38956552,56.0351974,Low
20,Low,Widowed,Part-time,Associate,Asian,Female,UK,49223.6515,549.8179309,87.44145542,2.173883806,High
40,Low,Divorced,Part-time,Associate,Black,Female,Canada,137807.8548,774.886508,85.10037668,52.05705443,Low
54,Low,Married,Self-employed,Bachelor,Other,Male,UK,160708.3067,804.3286122,77.72042474,39.1771742,High
54,High,Widowed,Part-time,Associate,White,Female,Canada,381811.8788,848.244242,26.90522287,57.71222699,Low
27,Medium,Single,Unemployed,High School,Hispanic,Male,India,401322.3404,384.5262747,81.18896436,70.24175282,Medium
27,Low,Divorced,Full-time,High School,White,Female,India,193167.9554,774.6302256,53.34784759,63.40919451,Low
36,High,Married,Self-employed,Bachelor,Hispanic,Female,USA,209524.1143,446.3117572,5.275661483,98.46443694,Low
34,Medium,Married,Part-time,Associate,Other,Female,USA,23210.0106,624.9487312,45.69388499,13.82653439,Low
38,High,Widowed,Self-employed,High School,Other,Female,UK,145279.2225,578.1750586,94.2157917,42.97370089,Medium
31,Medium,Divorced,Self-employed,High School,White,Female,Canada,226191.3034,309.8934724,88.78593497,42.48307366,High
26,High,Divorced,Part-time,Master,Hispanic,Female,Australia,59374.54015,813.0242039,10.2264281,41.70532037,Low
63,Medium,Divorced,Self-employed,Master,Other,Male,USA,227180.4629,343.0798803,74.41266857,66.3798392,Low
18,Low,Divorced,Full-time,High School,Black,Male,Australia,426734.7303,678.5204057,80.5792866,48.98280605,Medium
68,Medium,Single,Unemployed,Bachelor,Black,Female,Australia,291079.1888,731.7537599,27.13881882,51.74325598,High
62,High,Divorced,Unemployed,PhD,Hispanic,Male,Canada,40385.99766,737.408317,47.16085707,43.23559921,Low
30,High,Married,Full-time,PhD,White,Female,UK,96643.9881,374.5219854,71.09879415,99.1699461,Medium
21,Medium,Married,Self-employed,High School,Other,Male,Canada,237797.6307,546.1634728,43.90414888,92.75613488,High
18,Low,Single,Part-time,High School,White,Female,USA,181382.0878,756.1858787,11.27969189,30.77241894,High
66,Low,Married,Self-employed,High School,Black,Male,Australia,180004.7828,466.4735657,70.58824447,11.15939248,Low
57,Medium,Married,Full-time,Bachelor,Other,Female,Canada,265104.4566,557.2617715,91.16386897,83.9764724,Low
49,Medium,Divorced,Self-employed,Master,White,Male,Canada,292613.5649,450.036641,65.24847284,99.71702514,Low
51,High,Married,Unemployed,High School,Asian,Female,Canada,398633.9236,554.9532798,77.38007486,29.2608894,Low
45,Low,Single,Self-employed,High School,Hispanic,Male,USA,171142.3152,788.3108574,35.83625357,35.77849258,Medium
48,Medium,Divorced,Full-time,Associate,Hispanic,Female,UK,402927.6752,550.3183271,18.31982451,94.16331815,Medium
25,Low,Widowed,Unemployed,Bachelor,Asian,Female,Canada,169967.0033,605.7516094,64.27736616,71.1129518,Low
56,Medium,Divorced,Self-employed,High School,Black,Female,USA,28661.06148,522.1869558,32.77712058,29.56383318,High
43,Medium,Single,Self-employed,Associate,Other,Male,Australia,277539.6379,553.0644508,86.0073519,58.10464913,Low
51,Low,Divorced,Unemployed,PhD,Hispanic,Male,India,294363.2601,308.3458095,12.262805,94.42295794,High
20,Medium,Divorced,Part-time,High School,Asian,Male,USA,467335.5826,456.0600305,43.34636997,81.18131069,High
67,Medium,Single,Unemployed,High School,Asian,Female,India,363304.6017,540.119947,39.67276005,74.18327137,High
29,High,Divorced,Part-time,Associate,Black,Male,Canada,458968.5536,648.5883368,93.80538536,73.69963117,Medium
18,Medium,Single,Full-time,Bachelor,Black,Female,Canada,454265.2579,547.5285618,15.31348006,17.80203243,High
61,Medium,Single,Full-time,High School,White,Male,USA,302682.481,485.7993738,0.984682501,82.46812392,High
22,Medium,Widowed,Unemployed,PhD,Hispanic,Male,India,264353.2706,513.4543044,23.80852128,27.61186324,Medium
47,High,Married,Unemployed,High School,White,Male,Canada,279163.0426,433.2613311,82.02768598,93.03666579,High
47,Low,Married,Full-time,PhD,Asian,Male,Australia,489187.073,808.4718555,20.9321816,36.4639991,High
34,High,Divorced,Part-time,Master,Other,Female,UK,386810.6782,586.9587742,24.08780637,85.7660397,Low
65,High,Divorced,Full-time,Master,Other,Male,UK,54026.68649,307.3751996,12.98988045,26.62334945,High
64,Low,Widowed,Unemployed,PhD,Black,Male,Canada,389435.775,310.6954421,71.54362033,51.45269366,High
40,High,Widowed,Full-time,Bachelor,Other,Female,India,86098.4864,835.1288992,6.917419051,10.68852955,High
32,Low,Widowed,Unemployed,High School,Other,Female,Canada,224227.924,421.7979903,33.12083023,66.0118903,High
54,High,Single,Unemployed,High School,Other,Male,India,106019.3764,743.0845588,28.24987266,83.60792752,High
38,Low,Widowed,Full-time,Master,Asian,Male,Australia,345101.9497,332.0514159,55.51597298,71.84472813,Medium
31,Medium,Widowed,Part-time,PhD,Other,Female,India,438777.5584,806.6395052,73.0416265,52.32585129,High
19,High,Divorced,Self-employed,High School,Other,Female,Canada,145890.5808,780.929352,53.28764347,4.51158786,High
28,High,Widowed,Full-time,High School,Other,Female,Australia,41923.35986,614.1012393,93.1025993,93.34410072,Medium
68,High,Single,Self-employed,Bachelor,White,Male,USA,149948.0559,304.9492615,95.14426389,70.54895486,Medium
56,High,Single,Full-time,Associate,Asian,Male,UK,336508.5671,441.7959807,36.14653285,74.58642384,High
55,Medium,Divorced,Self-employed,Master,Black,Male,Canada,165051.3036,523.7524561,77.76803763,79.46805755,High
51,High,Widowed,Part-time,Master,White,Female,Canada,139777.9716,553.0352642,73.88013833,74.77434259,High
55,Medium,Widowed,Part-time,Associate,Hispanic,Female,Canada,93033.1601,463.7233172,89.29645917,44.11161641,Low
67,Medium,Single,Full-time,High School,Asian,Female,Australia,249260.697,318.1213275,44.79436402,73.36218293,Low
51,Medium,Widowed,Unemployed,Bachelor,Asian,Male,USA,138698.4653,624.5700733,53.04731872,62.50267878,High
35,Medium,Widowed,Self-employed,Bachelor,Hispanic,Female,India,365774.1642,588.2850672,41.57743136,85.40163337,Medium
47,Low,Widowed,Unemployed,Master,Hispanic,Male,USA,39234.57859,455.6503495,85.03769193,80.24598153,High
32,Low,Married,Unemployed,Bachelor,Hispanic,Female,Australia,332352.4835,320.8867822,22.97023154,4.137438247,Medium
44,High,Divorced,Unemployed,Associate,Black,Male,Canada,119542.4473,847.026803,23.97090782,37.88870903,Medium
68,Low,Married,Part-time,High School,Other,Male,UK,245150.3513,565.0924028,37.26051036,3.471615218,Medium
51,Low,Divorced,Full-time,Associate,Asian,Female,Canada,143758.8711,715.802333,23.03428321,10.20749248,High
69,High,Single,Full-time,PhD,Other,Male,India,361661.5693,548.7727193,56.10068364,60.1410722,High
55,High,Widowed,Part-time,Master,Other,Female,UK,472708.2131,323.74366,13.44901065,87.38218212,Medium
50,High,Divorced,Part-time,Bachelor,Hispanic,Male,Canada,458621.313,470.2804098,32.01862194,11.98247587,Low
41,Low,Married,Full-time,PhD,Black,Female,UK,292129.6814,476.0605776,91.34446985,45.10892875,Low
32,Low,Widowed,Unemployed,Bachelor,White,Female,USA,231842.5413,761.0940972,40.92254802,91.08789048,Low
47,High,Single,Self-employed,High School,Black,Male,Australia,409331.9542,659.8264879,74.82337165,81.43009837,Medium
59,Medium,Divorced,Self-employed,High School,Other,Female,Canada,341979.855,451.486447,11.34621917,51.96678965,High
68,High,Divorced,Self-employed,High School,Black,Male,India,92598.49299,832.2569751,24.75645081,77.15714393,Medium
34,Medium,Divorced,Unemployed,Bachelor,Hispanic,Female,USA,410638.6876,476.8480078,80.73456212,52.2693774,Low
22,Medium,Widowed,Full-time,PhD,White,Female,Canada,215013.3103,849.0287142,76.29929363,15.80923373,High
46,High,Married,Part-time,High School,Hispanic,Female,USA,95303.84433,847.8900312,38.61559186,12.47361132,Medium
21,High,Married,Full-time,PhD,White,Female,India,141616.8778,405.1657848,95.4396902,18.83682321,Medium
27,High,Divorced,Unemployed,Bachelor,Other,Male,Canada,134495.9881,472.0076139,91.06430158,35.0922095,Low
34,Low,Single,Part-time,PhD,White,Female,India,260084.2803,567.3243092,96.23007491,93.05292677,Medium
27,Medium,Single,Unemployed,Bachelor,White,Female,UK,117950.6752,665.2553691,42.79146902,79.96784137,High
34,Low,Married,Self-employed,Bachelor,White,Male,India,62659.67721,590.426097,19.74735837,43.28015612,Low
37,Low,Single,Self-employed,Master,Black,Male,UK,62721.73446,833.192808,62.66586391,49.30767098,Low
41,High,Married,Unemployed,Bachelor,Black,Male,Canada,292054.8224,698.1940403,68.47731583,26.56094577,High
22,Low,Divorced,Part-time,Bachelor,Other,Male,UK,367644.8851,416.6246672,12.54417845,70.43529565,Low
51,High,Married,Part-time,Associate,White,Male,Canada,161444.9714,357.8036526,78.64830343,80.27656715,Medium
23,Medium,Married,Full-time,High School,Asian,Male,Canada,18290.7042,678.6207099,1.806021976,23.89046957,Medium
19,High,Divorced,Self-employed,Master,Other,Female,Australia,64485.21858,387.1488421,48.27283875,4.182162379,Low
30,Low,Single,Full-time,Master,White,Male,Canada,457432.5856,733.2222622,33.10162595,62.38889432,High
60,Low,Married,Full-time,Master,White,Female,UK,247278.2861,471.070167,74.03030599,56.25121191,Medium
60,High,Married,Unemployed,Associate,Black,Male,Australia,227332.832,479.7912947,31.27607274,40.2131155,High
65,High,Divorced,Unemployed,Bachelor,Other,Female,Australia,19986.53998,305.9391158,82.68071128,64.38939418,Medium
28,Low,Single,Full-time,High School,White,Female,Canada,364589.8741,685.5561969,59.49534888,55.0613298,Medium
68,Medium,Married,Self-employed,PhD,White,Female,India,264505.9724,362.2983642,79.38933618,25.05815766,Low
64,Medium,Divorced,Unemployed,Bachelor,Other,Male,India,101838.3871,725.0843176,98.93406378,39.77289756,Low
40,High,Married,Full-time,Associate,Asian,Male,Australia,55926.80633,570.5273021,67.91583457,42.81135697,High
33,Medium,Widowed,Full-time,Bachelor,Other,Male,Canada,192310.544,731.3538982,98.49503164,88.02479945,Low
48,Low,Divorced,Full-time,Bachelor,Other,Male,India,418743.8201,621.1595966,2.883632692,96.09041541,Medium
28,High,Single,Full-time,Associate,Asian,Female,Canada,432781.985,345.3382996,33.81399885,89.30013624,Medium
33,Low,Single,Full-time,Master,Other,Male,Canada,301820.3438,721.1087852,10.78532646,71.91780241,High
25,Low,Single,Full-time,Master,White,Female,Australia,364040.6772,338.3897167,26.23049314,58.49927336,High
21,Medium,Single,Unemployed,High School,Other,Female,Australia,58462.73791,563.2859463,83.88878991,68.92616355,Medium
57,High,Married,Self-employed,High School,Asian,Male,USA,294474.9067,394.7920678,3.232326533,93.91092207,Low
21,High,Married,Full-time,Master,Hispanic,Male,India,333815.886,713.7843479,52.01829357,24.99987352,Low
42,Medium,Single,Part-time,PhD,Other,Male,India,101155.7086,801.3751753,56.71287075,53.51205077,High
20,Low,Single,Unemployed,Bachelor,Black,Female,India,440197.2117,604.7693898,56.11511467,68.9608019,High
49,Low,Single,Unemployed,PhD,White,Male,UK,98303.37202,589.9310119,47.52970738,67.92470013,Medium
20,Low,Married,Full-time,Bachelor,White,Female,Canada,157425.2026,720.179758,79.06029648,25.22789596,Medium
44,Low,Single,Unemployed,Master,Black,Male,Australia,310657.8667,302.7933471,13.35430895,58.67315274,High
46,High,Single,Full-time,High School,Black,Female,India,319536.6825,804.7672534,31.05770156,79.59131424,Medium
49,High,Widowed,Self-employed,High School,Other,Male,USA,349992.9858,408.5968494,61.57260534,47.50789801,High
67,Medium,Widowed,Self-employed,PhD,Black,Male,India,56893.84482,841.2653861,69.09513663,79.32980767,High
68,Medium,Single,Unemployed,High School,Hispanic,Female,Canada,424882.7505,704.9396714,40.41484318,35.98825978,Low
36,High,Divorced,Unemployed,Master,Asian,Male,Canada,266890.719,725.8381312,87.53712633,93.87601272,High
38,High,Single,Part-time,PhD,Black,Male,Australia,236189.5753,660.9116392,41.54933967,53.39284405,Medium
22,Low,Widowed,Unemployed,Bachelor,Black,Male,UK,490567.7146,559.4147505,40.27761343,59.59479508,Low
35,Low,Divorced,Part-time,High School,Hispanic,Male,Australia,370448.7702,614.3952313,3.620726149,3.13615688,Low
45,Medium,Divorced,Self-employed,Associate,White,Male,India,59885.00728,325.5215873,55.11413362,17.02691371,Medium
59,High,Single,Self-employed,High School,White,Male,USA,378513.0444,643.1777302,70.86808385,63.29338805,Medium
39,Medium,Widowed,Full-time,Bachelor,Other,Male,Australia,48529.21805,644.3539561,11.44381635,41.98703718,Medium
38,High,Widowed,Self-employed,PhD,Hispanic,Female,UK,14707.81069,790.1604386,30.54327661,50.81637905,High
23,Low,Divorced,Part-time,Bachelor,Asian,Female,Australia,202409.3217,578.1109966,78.12569538,6.297140873,Low
18,Medium,Single,Unemployed,Associate,Asian,Male,Canada,496795.5082,342.4294057,36.59194354,83.41352384,High
22,Medium,Married,Full-time,Master,Hispanic,Male,India,88267.08416,468.4077563,24.1602462,78.45056023,High
58,High,Married,Part-time,High School,Asian,Male,India,336649.5274,660.5961767,67.22006636,18.53539757,High
29,Low,Widowed,Unemployed,PhD,White,Female,India,87524.63704,431.5923745,19.67587777,63.43293573,High
43,Medium,Married,Full-time,Master,Asian,Female,India,362668.7005,454.290302,89.56529196,81.83152117,Low
63,Low,Widowed,Self-employed,Bachelor,Asian,Male,India,253171.4805,751.257959,10.5598396,64.08541364,Low
51,Medium,Widowed,Part-time,PhD,Hispanic,Female,India,340305.8833,621.3758525,70.65498023,31.03980953,High
66,Low,Widowed,Unemployed,Master,Hispanic,Male,USA,102233.7148,579.6900875,49.95487013,65.61111505,Medium
31,High,Married,Full-time,PhD,Asian,Male,UK,373068.5379,475.1485817,86.99295624,21.04617477,Low
43,Medium,Widowed,Full-time,Associate,Black,Male,India,497813.9108,702.0104198,12.6195091,31.82549973,High
62,Medium,Divorced,Self-employed,Associate,Hispanic,Male,UK,333159.5998,458.245139,67.78949185,24.00696531,Medium
44,Low,Single,Unemployed,High School,Other,Female,India,247246.519,705.3849347,57.20546392,55.69251024,Medium
26,Low,Single,Self-employed,High School,Other,Female,Australia,461663.8203,338.5558141,48.00901422,10.82266468,High
43,Medium,Widowed,Self-employed,Associate,White,Male,India,8910.069274,775.4977379,49.14072634,93.33103803,Low
64,High,Single,Unemployed,PhD,Asian,Female,Canada,365231.8361,574.7615549,72.19769618,33.35123537,Medium
39,Low,Married,Unemployed,Associate,Black,Female,USA,444484.5119,541.1794092,93.77416549,21.89701271,Low
64,Low,Married,Unemployed,High School,White,Male,Australia,31775.61723,636.0628763,9.125165912,49.65498136,Low
47,Low,Single,Part-time,Associate,Asian,Female,Australia,225582.021,643.3056401,1.950264761,27.69978185,Medium
60,Medium,Married,Unemployed,Associate,Hispanic,Male,Canada,103155.0075,372.6193473,80.57047925,53.49040864,High
65,Medium,Single,Full-time,PhD,Other,Male,India,283692.5646,715.9284744,10.81693876,34.85091498,Medium
34,Medium,Single,Self-employed,Master,Black,Male,USA,325121.9363,451.7605639,98.66967961,13.20668108,Medium
43,Medium,Single,Part-time,High School,Other,Male,Australia,152008.9683,797.7290341,61.9348249,26.5895242,Low
53,High,Widowed,Unemployed,PhD,Hispanic,Female,USA,230530.8532,749.8178649,65.08663953,43.8439845,High
18,High,Single,Part-time,Associate,Asian,Male,Australia,140390.4032,490.4463228,19.88917029,3.029322648,Low
25,Medium,Widowed,Unemployed,Associate,Hispanic,Female,India,185326.1911,744.2566113,24.03123103,77.0642527,Medium
66,High,Single,Part-time,Master,Hispanic,Male,Australia,80610.43839,496.0147746,65.93503031,62.18245646,High
52,Low,Single,Self-employed,High School,Other,Male,Australia,442894.1623,355.5212249,90.97268379,60.13596073,High
69,Low,Single,Self-employed,High School,Black,Female,UK,5995.194869,829.0385313,98.23905545,54.60499319,High
32,Low,Married,Full-time,Bachelor,Hispanic,Male,India,441322.184,658.9311084,19.80309466,59.03131723,High
64,Medium,Widowed,Full-time,High School,Other,Female,Canada,286267.7603,550.8547397,13.41196227,93.46519527,High
39,Low,Widowed,Unemployed,Master,Black,Female,Canada,166497.2642,518.7753433,5.640135776,0.856921081,Medium
31,High,Single,Self-employed,Bachelor,Asian,Male,India,361805.5056,478.5879338,86.82970182,4.779970966,Medium
43,Medium,Single,Part-time,Bachelor,Asian,Male,Canada,254368.3238,839.7961775,29.47148469,19.14934099,Medium
45,High,Married,Part-time,Associate,White,Male,India,250055.2204,374.1109958,0.181203387,16.730138,Low
40,Low,Married,Part-time,Associate,Other,Male,Canada,55960.99918,473.1427824,22.38180861,18.11944595,High
31,Low,Married,Full-time,High School,Black,Male,UK,195368.4969,567.0237022,34.04410801,67.19438858,High
41,Low,Widowed,Part-time,Bachelor,Hispanic,Male,Canada,121291.1086,562.8997498,99.09861695,45.94833011,Medium
19,Medium,Widowed,Full-time,Associate,Asian,Female,Australia,8832.256893,559.2515664,52.35415939,99.17788783,High
62,High,Widowed,Full-time,Master,Black,Female,India,180689.7158,396.6810987,20.47139476,22.68859148,Low
43,Medium,Single,Unemployed,Associate,Other,Male,USA,45821.24258,379.7128899,33.48183447,31.0830101,High
31,Medium,Widowed,Part-time,Associate,White,Female,USA,129158.1888,440.1221725,33.03076876,98.42407168,High
68,Low,Divorced,Part-time,Bachelor,Asian,Female,India,47165.79397,802.9893846,1.972574646,83.17581408,Low
24,Medium,Divorced,Self-employed,Bachelor,Black,Male,UK,51369.87115,362.1791323,13.51830542,46.97992207,Medium
20,Medium,Married,Unemployed,PhD,Black,Male,Canada,100306.6359,716.5838069,69.51964597,55.45968855,Medium
64,Low,Widowed,Self-employed,Master,Black,Female,UK,499924.773,716.6516162,12.02509866,84.31779207,High
40,Medium,Divorced,Unemployed,Bachelor,Other,Male,USA,2089.887286,745.3737221,23.07342766,48.0980246,Low
63,Low,Married,Part-time,High School,Other,Female,India,319697.6454,787.6385189,35.07372984,20.60237236,Medium
60,Low,Widowed,Full-time,Master,Other,Male,India,71480.60532,444.6698976,75.77349445,82.84445386,Medium
64,Low,Single,Full-time,Master,Hispanic,Female,UK,460393.4402,423.5077081,58.24009649,53.77724913,Medium
62,Low,Divorced,Full-time,Bachelor,Black,Female,UK,47722.81377,556.0281166,68.8999985,15.30425972,High
35,Medium,Single,Full-time,Master,Asian,Female,Canada,477576.5304,445.7990428,56.70123254,50.55858312,Low
55,Low,Widowed,Full-time,Bachelor,Other,Female,Australia,305852.2674,703.8704939,68.35924252,41.32033806,High
